                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    318,                0.57851,                0.38296,                0.91209,                0.99134,                0.95821,                0.98212,                0.91882,                0.35636,                0.23298,                0.76351,              0.0037432,              0.0037432,              0.0037432
                    319,                0.58398,                 0.3961,                0.91296,                0.99149,                0.95839,                0.98215,                0.91925,                0.35593,                0.23294,                0.76335,              0.0037234,              0.0037234,              0.0037234
                    320,                0.57605,                0.38522,                 0.9094,                0.99147,                0.95825,                0.98219,                0.91927,                0.35555,                0.23257,                0.76319,              0.0037036,              0.0037036,              0.0037036
                    321,                0.57486,                0.38542,                0.91303,                0.99137,                0.95835,                0.98225,                0.91913,                0.35504,                0.23245,                  0.763,              0.0036838,              0.0036838,              0.0036838
                    322,                0.57308,                0.37786,                0.90835,                0.99124,                0.95838,                0.98211,                0.91943,                0.35456,                0.23243,                0.76282,               0.003664,               0.003664,               0.003664
                    323,                0.58023,                0.38616,                0.91483,                0.99126,                0.95818,                0.98217,                0.91979,                0.35407,                0.23246,                0.76263,              0.0036442,              0.0036442,              0.0036442
                    324,                0.58155,                0.38595,                0.91046,                0.99133,                0.95824,                0.98217,                0.92022,                0.35366,                 0.2324,                0.76244,              0.0036244,              0.0036244,              0.0036244
                    325,                0.57746,                0.38546,                0.91117,                0.99128,                0.95819,                0.98227,                0.92066,                0.35328,                0.23219,                0.76226,              0.0036046,              0.0036046,              0.0036046
                    326,                0.57964,                0.38589,                0.91133,                0.99116,                0.95818,                0.98225,                0.92058,                0.35279,                0.23198,                0.76204,              0.0035848,              0.0035848,              0.0035848
                    327,                0.57347,                0.38676,                0.90998,                0.99096,                0.95823,                0.98229,                0.92065,                0.35245,                0.23172,                 0.7619,               0.003565,               0.003565,               0.003565
                    328,                0.57715,                0.38261,                0.90925,                0.99108,                0.95818,                0.98234,                0.92087,                0.35202,                0.23159,                0.76175,              0.0035452,              0.0035452,              0.0035452
                    329,                0.56745,                0.37532,                 0.9089,                0.99119,                0.95823,                0.98228,                0.92107,                0.35162,                0.23141,                0.76156,              0.0035254,              0.0035254,              0.0035254
                    330,                0.57542,                0.38599,                0.90927,                0.99134,                0.95827,                0.98234,                0.92105,                0.35115,                0.23121,                0.76138,              0.0035056,              0.0035056,              0.0035056
                    331,                0.57216,                0.38478,                0.91111,                0.99155,                0.95858,                0.98242,                0.92143,                0.35078,                0.23133,                0.76122,              0.0034858,              0.0034858,              0.0034858
                    332,                0.56867,                0.38109,                0.90643,                0.99116,                0.95889,                0.98246,                0.92143,                0.35032,                0.23106,                0.76106,               0.003466,               0.003466,               0.003466
                    333,                0.56219,                0.37124,                0.90594,                0.99129,                0.95889,                0.98292,                0.92173,                0.34998,                0.23048,                0.76091,              0.0034462,              0.0034462,              0.0034462
                    334,                 0.5681,                 0.3834,                0.90727,                0.99124,                0.95889,                0.98278,                0.92222,                0.34962,                0.23027,                0.76073,              0.0034264,              0.0034264,              0.0034264
                    335,                0.56781,                 0.3734,                0.90598,                0.99144,                0.95894,                0.98282,                0.92251,                0.34926,                0.23019,                0.76057,              0.0034066,              0.0034066,              0.0034066
                    336,                0.57308,                0.38165,                0.91061,                0.99157,                0.95895,                0.98291,                 0.9229,                0.34882,                0.22989,                0.76044,              0.0033868,              0.0033868,              0.0033868
                    337,                0.55764,                0.37537,                0.90712,                 0.9917,                0.95903,                0.98293,                0.92322,                0.34847,                0.22977,                0.76028,               0.003367,               0.003367,               0.003367
                    338,                0.55396,                0.37124,                0.90447,                0.99195,                0.95925,                0.98297,                0.92342,                0.34819,                0.22972,                0.76015,              0.0033472,              0.0033472,              0.0033472
                    339,                0.56404,                0.38001,                0.90633,                0.99196,                0.95915,                0.98303,                0.92308,                0.34776,                0.22949,                0.75995,              0.0033274,              0.0033274,              0.0033274
                    340,                 0.5636,                0.37663,                0.90493,                0.99146,                0.95956,                 0.9833,                 0.9233,                0.34733,                0.22913,                 0.7598,              0.0033076,              0.0033076,              0.0033076
                    341,                0.55425,                0.36927,                0.90277,                0.99122,                0.95986,                0.98313,                0.92351,                0.34692,                0.22861,                0.75968,              0.0032878,              0.0032878,              0.0032878
                    342,                0.55576,                0.37077,                0.90295,                0.99133,                0.95972,                0.98319,                0.92353,                0.34653,                0.22827,                0.75951,               0.003268,               0.003268,               0.003268
                    343,                0.55755,                0.36933,                0.90196,                0.99179,                 0.9594,                0.98325,                0.92359,                 0.3462,                 0.2283,                0.75935,              0.0032482,              0.0032482,              0.0032482
                    344,                0.55587,                0.36933,                0.90292,                0.99141,                0.95983,                0.98336,                 0.9239,                0.34581,                0.22802,                0.75915,              0.0032284,              0.0032284,              0.0032284
                    345,                0.56562,                0.37894,                0.90828,                0.99201,                0.95949,                 0.9834,                0.92399,                0.34538,                0.22795,                0.75899,              0.0032086,              0.0032086,              0.0032086
                    346,                0.55188,                0.37126,                0.90343,                0.99173,                0.95965,                0.98348,                0.92406,                0.34473,                0.22762,                0.75877,              0.0031888,              0.0031888,              0.0031888
                    347,                0.55669,                0.37395,                0.90386,                0.99166,                0.95966,                 0.9835,                0.92491,                0.34429,                0.22733,                0.75859,               0.003169,               0.003169,               0.003169
                    348,                0.55312,                0.37344,                0.90251,                0.99156,                0.95987,                 0.9836,                0.92506,                0.34382,                0.22705,                0.75845,              0.0031492,              0.0031492,              0.0031492
                    349,                0.55461,                0.37542,                 0.9032,                0.99105,                 0.9605,                0.98366,                0.92515,                0.34341,                 0.2272,                0.75828,              0.0031294,              0.0031294,              0.0031294
                    350,                0.55566,                0.36741,                0.90135,                0.99105,                0.96061,                0.98372,                 0.9253,                0.34308,                0.22715,                0.75813,              0.0031096,              0.0031096,              0.0031096
                    351,                0.55558,                 0.3689,                0.90357,                 0.9913,                0.96033,                0.98368,                0.92542,                0.34262,                0.22672,                0.75792,              0.0030898,              0.0030898,              0.0030898
                    352,                0.54987,                 0.3703,                0.90262,                0.99156,                 0.9605,                0.98381,                0.92567,                0.34221,                0.22656,                0.75777,                0.00307,                0.00307,                0.00307
                    353,                0.54831,                0.36353,                0.89999,                 0.9915,                0.96055,                0.98387,                0.92581,                0.34175,                0.22647,                0.75755,              0.0030502,              0.0030502,              0.0030502
                    354,                0.54737,                 0.3649,                0.90087,                0.99186,                0.95975,                 0.9839,                0.92598,                 0.3412,                0.22637,                0.75737,              0.0030304,              0.0030304,              0.0030304
                    355,                0.54633,                0.36238,                0.90036,                0.99212,                0.95979,                0.98391,                0.92621,                0.34076,                0.22599,                0.75717,              0.0030106,              0.0030106,              0.0030106
                    356,                0.54796,                0.36511,                0.90027,                0.99218,                0.95974,                0.98397,                0.92653,                0.34038,                0.22587,                  0.757,              0.0029908,              0.0029908,              0.0029908
                    357,                0.54975,                0.37021,                0.90089,                0.99213,                0.96002,                0.98395,                0.92675,                0.33985,                0.22593,                0.75681,               0.002971,               0.002971,               0.002971
                    358,                0.54617,                0.36595,                0.90117,                0.99264,                0.95972,                  0.984,                0.92713,                0.33931,                0.22578,                0.75666,              0.0029512,              0.0029512,              0.0029512
                    359,                0.54633,                0.36063,                0.89959,                0.99308,                0.96009,                0.98413,                0.92765,                0.33882,                0.22557,                0.75646,              0.0029314,              0.0029314,              0.0029314
                    360,                0.54363,                0.36054,                0.90029,                0.99217,                  0.961,                0.98406,                 0.9279,                0.33841,                0.22555,                 0.7563,              0.0029116,              0.0029116,              0.0029116
                    361,                0.54285,                0.36116,                 0.8953,                0.99287,                0.96052,                0.98411,                0.92785,                0.33804,                0.22533,                0.75614,              0.0028918,              0.0028918,              0.0028918
                    362,                0.54313,                0.36406,                 0.8981,                0.99279,                0.96081,                0.98415,                0.92778,                0.33755,                0.22488,                0.75595,               0.002872,               0.002872,               0.002872
                    363,                0.53803,                0.36259,                0.89474,                0.99289,                0.96086,                0.98417,                0.92867,                0.33715,                0.22441,                0.75577,              0.0028522,              0.0028522,              0.0028522
                    364,                0.54044,                0.36256,                0.89764,                0.99317,                0.96082,                0.98413,                0.92846,                 0.3366,                0.22465,                0.75557,              0.0028324,              0.0028324,              0.0028324
                    365,                0.54035,                0.36109,                0.90012,                0.99325,                0.96079,                0.98408,                0.92856,                0.33622,                0.22442,                0.75537,              0.0028126,              0.0028126,              0.0028126
                    366,                0.54236,                0.36212,                0.89808,                0.99342,                0.96107,                0.98413,                0.92875,                0.33594,                 0.2241,                0.75529,              0.0027928,              0.0027928,              0.0027928
                    367,                0.54358,                0.36197,                0.89749,                0.99345,                0.96107,                0.98415,                0.92907,                0.33557,                0.22391,                0.75503,               0.002773,               0.002773,               0.002773
                    368,                0.53784,                 0.3633,                0.89776,                0.99346,                0.96093,                 0.9841,                0.92957,                 0.3352,                0.22382,                0.75487,              0.0027532,              0.0027532,              0.0027532
                    369,                0.53992,                0.35969,                 0.8967,                0.99346,                0.96087,                 0.9841,                0.92932,                0.33479,                0.22353,                0.75469,              0.0027334,              0.0027334,              0.0027334
                    370,                0.53504,                0.35316,                 0.8919,                0.99372,                0.96068,                0.98428,                0.92973,                0.33446,                0.22347,                0.75453,              0.0027136,              0.0027136,              0.0027136
                    371,                0.52789,                0.35434,                 0.8976,                0.99401,                0.96073,                 0.9843,                0.92991,                0.33403,                0.22319,                0.75438,              0.0026938,              0.0026938,              0.0026938
                    372,                0.53219,                0.35533,                0.89205,                0.99399,                0.96068,                0.98433,                 0.9302,                0.33364,                0.22284,                 0.7542,               0.002674,               0.002674,               0.002674
                    373,                0.53568,                0.35521,                0.89843,                0.99419,                0.96066,                0.98436,                0.93016,                0.33311,                0.22253,                0.75403,              0.0026542,              0.0026542,              0.0026542
                    374,                0.53102,                0.35435,                0.89506,                0.99419,                0.96059,                0.98439,                0.93059,                0.33263,                0.22248,                0.75381,              0.0026344,              0.0026344,              0.0026344
                    375,                0.52717,                0.35285,                0.89489,                0.99397,                0.96063,                0.98441,                0.93104,                0.33221,                0.22235,                0.75362,              0.0026146,              0.0026146,              0.0026146
                    376,                0.52901,                0.35262,                0.89267,                0.99403,                0.96048,                0.98442,                0.93138,                0.33181,                0.22207,                0.75349,              0.0025948,              0.0025948,              0.0025948
                    377,                0.52919,                0.35034,                0.89169,                0.99415,                0.96039,                0.98445,                0.93102,                0.33143,                0.22172,                0.75334,               0.002575,               0.002575,               0.002575
                    378,                0.53318,                0.35775,                0.89373,                0.99415,                0.96029,                0.98445,                0.93165,                  0.331,                0.22139,                0.75319,              0.0025552,              0.0025552,              0.0025552
                    379,                0.53728,                0.36102,                0.89853,                0.99445,                0.96034,                0.98448,                 0.9318,                0.33055,                  0.221,                0.75305,              0.0025354,              0.0025354,              0.0025354
                    380,                0.53038,                0.35013,                0.89264,                0.99451,                 0.9604,                0.98458,                 0.9318,                0.33013,                0.22094,                0.75286,              0.0025156,              0.0025156,              0.0025156
                    381,                 0.5288,                0.35482,                0.89585,                0.99456,                0.96037,                0.98457,                0.93191,                0.32976,                0.22084,                0.75271,              0.0024958,              0.0024958,              0.0024958
                    382,                 0.5297,                0.34988,                0.89108,                0.99341,                0.96141,                0.98461,                0.93202,                0.32947,                0.22083,                 0.7526,               0.002476,               0.002476,               0.002476
                    383,                0.52589,                0.35108,                0.89332,                 0.9936,                0.96135,                0.98463,                0.93167,                0.32903,                0.22035,                0.75249,              0.0024562,              0.0024562,              0.0024562
                    384,                0.52799,                0.34921,                0.89345,                0.99224,                0.96246,                0.98467,                 0.9321,                0.32855,                0.22011,                0.75234,              0.0024364,              0.0024364,              0.0024364
                    385,                 0.5251,                 0.3498,                0.89131,                0.99182,                0.96241,                0.98469,                0.93242,                0.32803,                0.21951,                0.75217,              0.0024166,              0.0024166,              0.0024166
                    386,                0.52194,                0.34621,                0.89343,                0.99163,                0.96222,                0.98471,                0.93267,                0.32752,                0.21927,                0.75199,              0.0023968,              0.0023968,              0.0023968
                    387,                 0.5221,                0.34898,                0.89151,                0.99108,                0.96255,                0.98476,                0.93298,                 0.3271,                0.21888,                0.75181,               0.002377,               0.002377,               0.002377
                    388,                0.52447,                0.34954,                0.89344,                0.99119,                0.96256,                0.98481,                0.93359,                0.32673,                0.21877,                0.75167,              0.0023572,              0.0023572,              0.0023572
                    389,                0.52287,                0.35009,                0.88751,                 0.9918,                0.96205,                 0.9848,                0.93382,                0.32624,                0.21854,                0.75148,              0.0023374,              0.0023374,              0.0023374
                    390,                 0.5297,                0.35036,                0.89381,                0.99158,                0.96215,                 0.9849,                0.93378,                 0.3258,                0.21832,                0.75134,              0.0023176,              0.0023176,              0.0023176
                    391,                0.52062,                0.34715,                 0.8919,                0.99101,                0.96275,                0.98496,                0.93387,                0.32543,                0.21835,                0.75119,              0.0022978,              0.0022978,              0.0022978
                    392,                0.51855,                0.34975,                0.88861,                0.99097,                0.96318,                0.98499,                0.93411,                0.32505,                0.21826,                0.75101,               0.002278,               0.002278,               0.002278
                    393,                0.51678,                0.34808,                0.89047,                0.99069,                0.96359,                0.98504,                0.93411,                0.32466,                0.21796,                0.75085,              0.0022582,              0.0022582,              0.0022582
                    394,                0.51714,                0.34225,                0.88892,                0.99062,                0.96336,                0.98511,                0.93459,                0.32431,                0.21778,                 0.7507,              0.0022384,              0.0022384,              0.0022384
                    395,                 0.5197,                0.34927,                0.89085,                0.99057,                0.96408,                0.98518,                0.93456,                0.32385,                0.21749,                0.75054,              0.0022186,              0.0022186,              0.0022186
                    396,                0.51455,                0.34415,                0.88776,                 0.9904,                0.96406,                0.98525,                0.93527,                0.32351,                0.21727,                0.75034,              0.0021988,              0.0021988,              0.0021988
                    397,                0.51188,                0.34041,                0.88818,                0.99046,                0.96403,                0.98532,                 0.9348,                0.32318,                0.21698,                 0.7502,               0.002179,               0.002179,               0.002179
                    398,                0.51046,                0.33953,                 0.8848,                0.99037,                0.96403,                0.98535,                0.93482,                0.32283,                0.21681,                0.75002,              0.0021592,              0.0021592,              0.0021592
                    399,                0.50662,                0.33836,                0.88613,                0.99041,                0.96415,                0.98542,                0.93532,                0.32242,                0.21655,                0.74989,              0.0021394,              0.0021394,              0.0021394
                    400,                0.50835,                0.33968,                0.88564,                0.99131,                0.96426,                0.98551,                0.93529,                0.32211,                0.21619,                0.74975,              0.0021196,              0.0021196,              0.0021196
                    401,                0.51186,                 0.3388,                0.89043,                0.99079,                0.96443,                0.98554,                0.93566,                0.32185,                0.21606,                0.74962,              0.0020998,              0.0020998,              0.0020998
                    402,                0.51425,                0.34512,                 0.8885,                0.99046,                0.96459,                0.98539,                0.93535,                 0.3215,                0.21574,                0.74948,                0.00208,                0.00208,                0.00208
                    403,                0.51455,                0.33946,                0.89194,                0.99067,                0.96505,                0.98561,                 0.9355,                0.32102,                0.21574,                0.74932,              0.0020602,              0.0020602,              0.0020602
                    404,                0.51272,                  0.337,                 0.8875,                 0.9902,                0.96565,                0.98545,                0.93573,                0.32066,                0.21552,                0.74917,              0.0020404,              0.0020404,              0.0020404
                    405,                0.51491,                0.34067,                0.88796,                0.99011,                0.96579,                0.98547,                0.93615,                 0.3203,                0.21513,                0.74905,              0.0020206,              0.0020206,              0.0020206
                    406,                 0.5145,                0.34293,                0.89114,                0.99012,                0.96601,                0.98549,                0.93601,                   0.32,                0.21488,                0.74893,              0.0020008,              0.0020008,              0.0020008
                    407,                0.50447,                0.33884,                0.88571,                0.98988,                0.96604,                0.98556,                0.93604,                0.31976,                 0.2146,                0.74877,               0.001981,               0.001981,               0.001981
                    408,                0.50724,                0.34113,                0.88689,                0.98996,                  0.966,                0.98558,                0.93578,                0.31942,                0.21458,                0.74863,              0.0019612,              0.0019612,              0.0019612
                    409,                0.50832,                0.33559,                0.88858,                0.99029,                0.96586,                0.98562,                0.93627,                0.31892,                0.21457,                0.74844,              0.0019414,              0.0019414,              0.0019414
                    410,                0.50425,                0.33606,                0.88553,                0.99022,                0.96611,                0.98565,                 0.9362,                0.31859,                0.21425,                 0.7483,              0.0019216,              0.0019216,              0.0019216
                    411,                0.50499,                0.33147,                0.88234,                0.98978,                0.96627,                0.98574,                 0.9365,                0.31826,                0.21402,                0.74814,              0.0019018,              0.0019018,              0.0019018
                    412,                 0.5064,                0.33697,                 0.8866,                0.98978,                 0.9663,                0.98574,                 0.9366,                0.31787,                0.21393,                0.74799,               0.001882,               0.001882,               0.001882
                    413,                0.51287,                0.34348,                0.88609,                0.98984,                0.96625,                0.98578,                0.93687,                0.31756,                0.21395,                0.74786,              0.0018622,              0.0018622,              0.0018622
                    414,                0.50047,                0.32917,                0.88279,                0.98968,                0.96663,                0.98583,                0.93733,                0.31719,                0.21384,                 0.7477,              0.0018424,              0.0018424,              0.0018424
                    415,                0.49683,                0.33643,                0.88264,                0.98959,                0.96661,                0.98591,                 0.9373,                0.31676,                0.21342,                0.74756,              0.0018226,              0.0018226,              0.0018226
                    416,                0.49947,                0.32997,                0.87952,                 0.9895,                0.96703,                0.98583,                0.93772,                0.31626,                0.21302,                0.74739,              0.0018028,              0.0018028,              0.0018028
                    417,                0.50127,                0.33316,                0.88312,                0.98955,                 0.9671,                0.98588,                0.93766,                0.31587,                0.21271,                0.74724,               0.001783,               0.001783,               0.001783
                    418,                0.49535,                0.32924,                0.88268,                 0.9894,                0.96713,                0.98592,                0.93864,                0.31551,                0.21233,                0.74707,              0.0017632,              0.0017632,              0.0017632
                    419,                0.49721,                0.33205,                0.88133,                0.98945,                0.96722,                0.98596,                 0.9386,                0.31526,                0.21231,                0.74693,              0.0017434,              0.0017434,              0.0017434
                    420,                0.49151,                0.32666,                0.87996,                0.98952,                0.96745,                0.98599,                0.93878,                0.31486,                0.21196,                0.74679,              0.0017236,              0.0017236,              0.0017236
                    421,                0.49613,                0.33116,                 0.8833,                 0.9894,                0.96688,                0.98604,                0.93891,                0.31449,                 0.2117,                0.74663,              0.0017038,              0.0017038,              0.0017038
                    422,                0.49681,                0.32852,                0.88614,                0.98977,                0.96665,                0.98606,                 0.9389,                0.31409,                0.21139,                0.74651,               0.001684,               0.001684,               0.001684
                    423,                0.49624,                0.32888,                0.88726,                0.98977,                0.96674,                 0.9861,                0.93898,                0.31382,                0.21125,                 0.7464,              0.0016642,              0.0016642,              0.0016642
                    424,                0.49257,                0.32892,                  0.882,                0.98974,                0.96681,                 0.9861,                0.93926,                0.31353,                0.21114,                0.74626,              0.0016444,              0.0016444,              0.0016444
                    425,                 0.5013,                0.32583,                0.88284,                0.98975,                0.96661,                0.98612,                0.93918,                0.31333,                0.21098,                0.74616,              0.0016246,              0.0016246,              0.0016246
                    426,                0.49138,                0.32254,                0.88352,                0.98944,                0.96759,                0.98618,                0.93915,                0.31309,                0.21087,                  0.746,              0.0016048,              0.0016048,              0.0016048
                    427,                0.48985,                0.32681,                0.88066,                0.98939,                0.96764,                0.98622,                0.93929,                0.31274,                0.21061,                0.74591,               0.001585,               0.001585,               0.001585
                    428,                0.49313,                0.32712,                0.87923,                0.98929,                0.96809,                0.98623,                0.93952,                0.31234,                0.21028,                0.74576,              0.0015652,              0.0015652,              0.0015652
                    429,                0.49021,                0.32466,                0.87725,                0.98931,                0.96809,                0.98616,                0.93946,                0.31201,                0.21025,                0.74561,              0.0015454,              0.0015454,              0.0015454
                    430,                0.49413,                0.32606,                0.88137,                0.98931,                0.96815,                0.98626,                0.93951,                0.31162,                0.21014,                0.74548,              0.0015256,              0.0015256,              0.0015256
                    431,                0.48602,                0.32255,                0.87967,                0.98929,                0.96815,                0.98629,                0.93971,                0.31127,                0.21006,                0.74531,              0.0015058,              0.0015058,              0.0015058
                    432,                0.48474,                0.32435,                0.88295,                 0.9892,                0.96838,                 0.9863,                0.93993,                0.31096,                0.20982,                0.74519,               0.001486,               0.001486,               0.001486
                    433,                0.48523,                0.32342,                0.87883,                0.98913,                0.96906,                0.98632,                0.94004,                0.31062,                0.20986,                0.74505,              0.0014662,              0.0014662,              0.0014662
                    434,                0.49006,                0.32218,                0.88166,                0.98919,                0.96928,                0.98634,                0.93996,                0.31023,                0.20962,                0.74492,              0.0014464,              0.0014464,              0.0014464
                    435,                0.47906,                0.31792,                0.88063,                 0.9893,                0.96898,                0.98637,                0.94005,                 0.3099,                0.20954,                 0.7448,              0.0014266,              0.0014266,              0.0014266
                    436,                0.48154,                0.32122,                0.88077,                0.98948,                0.96862,                0.98639,                0.94006,                0.30957,                0.20924,                0.74466,              0.0014068,              0.0014068,              0.0014068
                    437,                0.48078,                0.32184,                   0.88,                0.98942,                0.96854,                0.98637,                0.94047,                0.30925,                0.20912,                0.74453,               0.001387,               0.001387,               0.001387
                    438,                0.47912,                 0.3163,                0.87911,                0.99178,                0.96622,                0.98639,                0.94059,                0.30888,                0.20871,                0.74439,              0.0013672,              0.0013672,              0.0013672
                    439,                0.48196,                0.32024,                0.88022,                0.99145,                 0.9671,                0.98641,                0.94099,                0.30855,                0.20858,                0.74424,              0.0013474,              0.0013474,              0.0013474
                    440,                0.48111,                0.31851,                0.87663,                0.99111,                0.96781,                0.98642,                 0.9412,                0.30803,                0.20827,                0.74406,              0.0013276,              0.0013276,              0.0013276
                    441,                0.47993,                0.31496,                 0.8774,                0.99104,                0.96784,                0.98642,                0.94141,                0.30746,                 0.2082,                0.74388,              0.0013078,              0.0013078,              0.0013078
                    442,                0.47858,                 0.3166,                0.87713,                0.99099,                0.96791,                0.98646,                 0.9414,                0.30689,                0.20802,                0.74369,               0.001288,               0.001288,               0.001288
                    443,                0.47667,                0.31757,                0.87956,                0.99152,                0.96752,                0.98647,                0.94161,                0.30658,                0.20798,                0.74356,              0.0012682,              0.0012682,              0.0012682
                    444,                0.47848,                0.31991,                0.87954,                0.99113,                0.96765,                0.98649,                0.94172,                0.30622,                0.20795,                0.74346,              0.0012484,              0.0012484,              0.0012484
                    445,                0.47893,                0.32118,                0.88214,                0.99176,                0.96765,                 0.9865,                0.94197,                0.30577,                 0.2078,                0.74331,              0.0012286,              0.0012286,              0.0012286
                    446,                0.47882,                0.31939,                0.88222,                0.99204,                0.96733,                0.98647,                0.94195,                0.30546,                0.20768,                 0.7432,              0.0012088,              0.0012088,              0.0012088
                    447,                0.47396,                0.31397,                0.87852,                0.99159,                0.96759,                0.98649,                  0.942,                0.30511,                0.20748,                 0.7431,               0.001189,               0.001189,               0.001189
                    448,                0.46775,                0.31236,                0.87627,                0.99131,                0.96768,                0.98651,                0.94216,                0.30473,                0.20732,                0.74293,              0.0011692,              0.0011692,              0.0011692
                    449,                0.46897,                0.31139,                 0.8759,                0.99182,                0.96705,                0.98653,                0.94227,                0.30437,                0.20733,                0.74279,              0.0011494,              0.0011494,              0.0011494
                    450,                0.47552,                0.31347,                0.87709,                0.99212,                0.96695,                0.98658,                0.94244,                0.30397,                0.20714,                0.74271,              0.0011296,              0.0011296,              0.0011296
                    451,                 0.4733,                0.31245,                  0.878,                0.99133,                0.96724,                0.98659,                0.94261,                0.30372,                0.20706,                 0.7426,              0.0011098,              0.0011098,              0.0011098
                    452,                0.46776,                 0.3072,                0.87537,                0.99111,                0.96782,                0.98661,                0.94257,                0.30347,                0.20687,                0.74247,                0.00109,                0.00109,                0.00109
                    453,                0.46629,                0.30992,                 0.8747,                0.99125,                0.96751,                0.98667,                0.94258,                0.30306,                0.20649,                0.74232,              0.0010702,              0.0010702,              0.0010702
                    454,                0.46732,                0.31161,                0.87424,                0.99134,                0.96803,                0.98669,                0.94279,                 0.3028,                0.20628,                 0.7422,              0.0010504,              0.0010504,              0.0010504
                    455,                0.46907,                0.31124,                0.87463,                0.99254,                0.96718,                0.98669,                0.94289,                0.30238,                0.20602,                0.74206,              0.0010306,              0.0010306,              0.0010306
                    456,                0.46865,                0.30814,                0.87495,                0.99343,                0.96655,                0.98666,                 0.9434,                0.30205,                0.20585,                0.74196,              0.0010108,              0.0010108,              0.0010108
                    457,                0.46409,                0.30856,                0.87388,                0.99141,                 0.9683,                0.98673,                0.94301,                 0.3018,                 0.2057,                0.74182,               0.000991,               0.000991,               0.000991
                    458,                0.45931,                0.30625,                0.87496,                0.99404,                0.96701,                0.98671,                0.94336,                0.30156,                0.20551,                0.74175,              0.0009712,              0.0009712,              0.0009712
                    459,                0.45555,                 0.3039,                0.87184,                0.99394,                0.96634,                0.98675,                0.94344,                0.30124,                0.20531,                0.74161,              0.0009514,              0.0009514,              0.0009514
                    460,                0.46986,                0.31442,                0.87711,                  0.994,                0.96643,                0.98677,                0.94357,                0.30075,                 0.2052,                0.74144,              0.0009316,              0.0009316,              0.0009316
                    461,                0.46363,                0.30692,                0.87237,                0.99428,                 0.9667,                0.98679,                0.94359,                0.30039,                0.20498,                0.74134,              0.0009118,              0.0009118,              0.0009118
                    462,                0.45749,                0.30548,                0.87269,                0.99405,                0.96711,                0.98679,                0.94365,                0.30002,                0.20475,                 0.7412,               0.000892,               0.000892,               0.000892
                    463,                0.45599,                0.30658,                0.87265,                0.99428,                0.96642,                0.98681,                0.94385,                0.29953,                0.20468,                0.74105,              0.0008722,              0.0008722,              0.0008722
                    464,                0.45667,                0.30617,                0.87577,                0.99452,                  0.967,                0.98681,                0.94391,                0.29921,                0.20445,                 0.7409,              0.0008524,              0.0008524,              0.0008524
                    465,                0.45589,                0.30393,                0.87367,                0.99483,                0.96711,                0.98682,                0.94451,                0.29899,                0.20437,                0.74078,              0.0008326,              0.0008326,              0.0008326
                    466,                 0.4563,                0.30357,                0.87486,                0.99451,                0.96736,                0.98684,                 0.9444,                0.29862,                0.20432,                0.74062,              0.0008128,              0.0008128,              0.0008128
                    467,                0.45914,                0.30338,                0.86993,                0.99484,                 0.9672,                0.98687,                0.94433,                 0.2985,                0.20402,                0.74048,               0.000793,               0.000793,               0.000793
                    468,                0.45937,                 0.3007,                0.87239,                0.99485,                 0.9672,                0.98692,                0.94461,                0.29822,                 0.2039,                0.74033,              0.0007732,              0.0007732,              0.0007732
                    469,                0.45529,                0.30765,                 0.8727,                0.99122,                0.96974,                0.98694,                0.94465,                0.29791,                0.20381,                0.74022,              0.0007534,              0.0007534,              0.0007534
                    470,                 0.4642,                0.30783,                0.87356,                0.99124,                0.96945,                0.98701,                0.94485,                0.29773,                0.20393,                 0.7401,              0.0007336,              0.0007336,              0.0007336
                    471,                0.45219,                0.30111,                0.87119,                0.99125,                0.96942,                0.98702,                0.94472,                 0.2974,                0.20379,                   0.74,              0.0007138,              0.0007138,              0.0007138
                    472,                0.45495,                0.30195,                0.87295,                0.99375,                0.96788,                0.98704,                0.94478,                0.29704,                0.20374,                0.73986,               0.000694,               0.000694,               0.000694
                    473,                0.44951,                0.29714,                 0.8676,                0.99407,                0.96863,                0.98706,                0.94523,                0.29652,                 0.2036,                0.73971,              0.0006742,              0.0006742,              0.0006742
                    474,                0.44614,                0.29571,                0.87151,                0.99389,                0.96897,                0.98718,                0.94534,                0.29617,                0.20339,                0.73959,              0.0006544,              0.0006544,              0.0006544
                    475,                0.44883,                0.29652,                0.86992,                0.99385,                0.96897,                0.98722,                0.94544,                0.29586,                0.20309,                 0.7395,              0.0006346,              0.0006346,              0.0006346
                    476,                0.45188,                0.29895,                0.86823,                0.99358,                0.96862,                0.98724,                0.94543,                0.29571,                0.20292,                0.73936,              0.0006148,              0.0006148,              0.0006148
                    477,                0.45008,                0.29646,                0.87008,                0.99312,                0.96924,                0.98729,                0.94537,                0.29552,                0.20284,                0.73923,               0.000595,               0.000595,               0.000595
                    478,                0.44903,                0.29938,                0.86862,                0.99352,                0.96913,                0.98732,                0.94548,                0.29547,                0.20264,                0.73911,              0.0005752,              0.0005752,              0.0005752
                    479,                0.44422,                0.29591,                0.87061,                0.99364,                0.96886,                0.98735,                0.94546,                0.29524,                0.20258,                0.73903,              0.0005554,              0.0005554,              0.0005554
